horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tr�nare;Plats%;Snittodds;Po�ng;Hemmabana;raceIdx;result;won;plats
9;3041;0;6;146;0.009399999999999999;674145;0.14;75;12;18220;0;3;37;5;3;5;44.65;8.45;5;0.35;17.23;832;3;1;5;0;0
10;1365;1;5;33;0.0173;828700;0.36;20;8;37668;0;3;22;8;4;0;99.9;99.9;5;0.55;16.74;3742;3;1;s;0;0
11;3327;0;5;10;0.051399999999999994;703212;0.29;30;8;29300;1;3;24;7;8;1;14.84;3.0300000000000002;8;0.67;17.79;1913;2;1;6;0;0
0;3302;2;4;10;0.2799;201707;0.18;5;7;18337;0;3;11;2;2;1;2.61;1.65;8;0.45;21.67;1387;2;2;5;0;0
1;2520;2;4;11;0.13970000000000002;158000;0.5;51;0;19750;0;3;8;4;1;0;6.85;2.265;30;0.63;4.64;2305;2;2;1;1;1
2;3454;2;5;154;0.0045000000000000005;219326;0.14;51;0;6092;1;3;36;5;3;2;81.78;11.13;1061;0.28;30.15;885;13;2;99;0;0
3;2569;2;4;33;0.009000000000000001;195600;0.13;64;3;13040;0;3;15;2;0;4;128.66;13.75;5;0.4;6.54;1217;3;2;99;0;0
4;3455;2;5;4;0.0302;176000;0.22;41;0;9777;0;3;18;4;2;2;40.78;4.755;106;0.44;20.07;1177;11;2;d;0;0
5;3456;2;5;43;0.1743;228000;0.55;79;13;20727;3;3;11;6;0;1;5.98;2.44;20;0.64;3.75;1860;11;2;3;0;1
6;3457;2;6;26;0.0339;546498;0.13;1;1;11880;0;3;46;6;11;9;19.19;3.59;31;0.57;25.79;2180;12;2;99;0;0
7;3458;2;7;0;0.0163;675400;0.15;2;1;11256;0;3;60;9;7;9;35.19;6.140000000000001;1247;0.42;10.50;1145;12;2;6;0;0
8;1885;2;6;225;0.0031;604300;0.18;13;0;17773;0;3;34;6;6;5;117.88;12.64;5;0.5;11.13;1301;3;2;4;0;0
9;2553;2;5;21;0.011200000000000002;418735;0.27;8;3;16105;1;3;26;7;4;4;35.45;11.73;969;0.58;11.58;1943;13;2;99;0;0
10;2908;2;6;464;0.0092;516143;0.17;14;2;10752;3;3;48;8;6;6;52.83;7.07;1061;0.42;10.84;867;13;2;99;0;0
11;3459;2;4;14;0.1059;633445;0.13;123;36;42229;0;3;15;2;3;4;7.68;2.71;1248;0.6;17.73;1547;14;2;d;0;0
12;1827;2;6;146;0.1734;592895;0.26;9;1;17438;0;3;34;9;7;4;4.36;1.69;141;0.59;18.60;2289;4;2;7;0;0
13;3167;2;6;7;0.0037;614243;0.3;67;1;16601;0;3;37;11;5;3;99.9;99.9;1123;0.51;11.94;1383;14;2;s;0;0
14;1346;2;6;150;0.005699999999999999;557015;0.16;166;15;15054;0;3;37;6;6;7;64.95;9.835;304;0.51;14.30;870;13;2;2;0;1
0;1291;0;6;57;0.24280000000000002;376433;0.1;108;16;8962;0;3;42;4;4;5;3.83;1.885;701;0.31;3.80;3000;22;3;99;0;0
1;3460;2;6;349;0.0149;287439;0.29;65;16;10265;0;3;28;8;5;2;42.59;8.084999999999999;1055;0.54;7.42;1327;13;3;99;0;0
2;3461;0;7;536;0.0659;357251;0.2;176;23;6379;1;3;56;11;4;1;9.51;3.65;1249;0.29;6.55;249;13;3;d;0;0
3;3462;2;7;11;0.042300000000000004;297423;0.13;80;23;6609;0;3;45;6;5;3;19.98;5.3149999999999995;869;0.31;14.98;1669;14;3;d;0;0
4;319;0;7;79;0.0346;339200;0.13;129;43;6281;0;3;54;7;9;6;22.45;4.63;508;0.41;17.24;1540;5;3;4;0;0
5;2625;1;11;21;0.009899999999999999;319418;0.14;160;24;5703;0;3;56;8;5;7;71.97;13.205;988;0.36;6.34;1333;21;3;d;0;0
6;3463;0;11;7;0.011000000000000001;351150;0.05;92;16;4131;1;3;85;4;9;9;40.93;6.2;508;0.26;16.91;386;5;3;99;0;0
7;3464;0;6;263;0.0075;311979;0.32;193;41;10063;0;3;31;10;8;2;46.80;7.775;1250;0.65;7.22;1216;14;3;6;0;0
8;1444;1;5;15;0.1057;351384;0.47;112;43;18493;0;3;19;9;3;4;11.30;3.2649999999999997;193;0.84;2.62;2480;22;3;7;0;0
9;326;0;6;33;0.0087;415150;0.15;81;23;10644;3;3;39;6;5;4;41.79;10.205;5;0.38;11.71;665;3;3;d;0;0
10;3465;2;7;537;0.0106;433681;0.15;108;16;8182;0;3;53;8;5;5;49.87;9.315;1251;0.34;41.03;1280;14;3;5;0;0
11;1113;2;5;91;0.054000000000000006;635600;0.33;90;23;21186;0;3;30;10;2;4;12.38;3.99;190;0.53;6.13;1940;22;3;1;1;1
12;3466;1;6;270;0.2618;594121;0.2;81;23;13502;0;3;44;9;8;7;3.25;1.67;537;0.55;2.90;3985;14;3;3;0;1
13;3467;2;11;13;0.018600000000000002;1902670;0.13;96;25;8687;1;3;219;29;12;28;24.07;4.800000000000001;1252;0.32;30.61;402;18;3;d;0;0
14;3419;2;12;298;0.1116;2062661;0.19;97;30;15055;0;3;137;26;10;18;6.91;2.145;1240;0.39;14.32;3690;5;3;2;0;1
0;3468;0;5;166;0.1343;216500;0.29;64;3;15464;0;3;14;4;3;2;8.60;2.38;48;0.64;3.00;1795;11;4;3;0;1
1;3469;0;5;33;0.0292;246400;0.14;4;3;6844;2;3;36;5;1;6;30.76;4.78;5;0.33;21.79;1350;3;4;6;0;0
2;3470;2;7;273;0.0008;211047;0.06;50;13;4138;0;3;51;3;7;4;99.9;99.9;934;0.27;9.74;1112;5;4;s;0;0
3;2442;0;4;538;0.0471;192300;0.18;48;1;11311;0;3;17;3;2;1;14.41;3.5149999999999997;940;0.35;15.78;1437;24;4;4;0;0
4;3471;0;7;11;0.0138;157086;0.12;49;3;6283;0;3;25;3;4;1;99.9;99.9;1246;0.32;4.75;1117;12;4;s;0;0
5;181;0;4;4;0.030699999999999998;153500;0.16;63;3;8078;0;3;19;3;2;4;15.47;2.9;868;0.47;30.98;1216;9;4;7;0;0
6;1861;0;5;0;0.0146;129700;0.44;60;15;14411;0;3;9;4;1;2;39.68;6.73;723;0.78;4.94;1452;16;4;99;0;0
7;549;1;4;57;0.41;221000;0.5;79;13;27625;0;3;8;4;1;2;1.95;1.37;97;0.88;5.28;2310;16;4;1;1;1
8;3472;1;4;60;0.0149;233600;0.2;43;0;15573;2;3;15;3;0;4;24.07;3.8;128;0.47;7.73;1890;11;4;5;0;0
9;2250;0;5;15;0.2066;246500;0.2;40;0;12325;0;3;20;4;4;1;3.83;1.6600000000000001;37;0.45;4.12;1100;5;4;d;0;0
10;3188;0;5;7;0.0599;188700;0.2;47;3;7548;0;3;25;5;4;0;19.15;3.14;5;0.36;7.15;1530;3;4;d;0;0
11;2666;2;7;252;0.0381;208331;0.1;64;3;3109;1;3;67;7;3;7;13.27;2.79;1004;0.25;8.57;1397;13;4;2;0;1
0;3364;0;7;79;0.4232;420500;0.61;33;12;23361;2;3;18;11;1;0;3.14;1.755;829;0.67;2.74;3200;16;5;5;0;0
1;2451;0;4;146;0.1439;449500;0.21;29;5;32107;0;3;14;3;3;2;4.91;1.815;21;0.57;6.52;4305;11;5;2;0;1
2;2226;0;6;15;0.0151;308300;0.16;44;4;12332;1;3;25;4;9;1;40.30;6.21;855;0.56;8.08;2310;3;5;99;0;0
3;3473;0;5;339;0.061399999999999996;363800;0.64;24;4;25985;0;3;14;9;1;0;12.06;2.96;1253;0.71;2.11;3043;13;5;99;0;0
4;2587;0;4;11;0.15789999999999998;413500;0.36;24;4;37590;0;3;11;4;3;0;4.53;2.2800000000000002;20;0.64;4.05;2610;11;5;utg;0;0
5;1897;0;4;10;0.028399999999999998;298400;0.19;39;5;18650;0;3;16;3;3;3;20.71;3.79;8;0.56;15.29;1775;2;5;4;0;0
6;3474;0;4;154;0.008;374000;0.2;24;4;18700;2;3;20;4;2;3;68.44;7.955;21;0.45;9.62;2320;11;5;99;0;0
7;3218;2;4;7;0.12;419032;0.29;72;12;19953;2;3;21;6;4;1;4.45;2.105;21;0.52;2.13;2730;11;5;7;0;0
8;2958;1;4;227;0.0319;325288;0.25;10;5;20330;0;3;16;4;4;1;12.66;2.885;433;0.56;15.24;1735;14;5;1;1;1
9;2055;0;5;347;0.0036;357773;0.21;3;5;9173;0;3;39;8;4;6;97.91;9.335;777;0.46;13.29;1849;14;5;3;0;1
10;2560;0;5;252;0.0043;385143;0.2;26;5;9393;1;3;41;8;5;2;62.14;7.300000000000001;970;0.37;7.18;1695;14;5;6;0;0
11;3475;1;6;500;0.0024;313700;0.08;39;5;6402;0;3;49;4;8;7;127.53;13.89;1254;0.39;15.14;1638;10;5;99;0;0
0;3476;0;7;4;0.0512;1248250;0.27;31;8;20804;0;3;60;16;10;8;15.13;3.9850000000000003;1255;0.57;4.51;1065;19;6;d;0;0
1;874;1;5;262;0.1323;1337900;0.12;21;12;31854;0;3;42;5;7;3;6.21;2.29;388;0.36;8.28;3180;6;6;2;0;1
2;2198;0;7;43;0.2082;1287758;0.46;29;5;45991;0;3;28;13;3;3;4.99;2.105;832;0.68;3.77;2509;3;6;4;0;0
3;1468;1;5;211;0.011000000000000001;1000000;0.23;23;8;33333;0;3;30;7;4;3;34.55;5.8149999999999995;106;0.47;7.79;1895;11;6;1;1;1
4;517;0;6;233;0.0406;901371;0.24;15;8;17673;0;3;51;12;6;6;11.35;3.005;107;0.47;3.79;3050;14;6;99;0;0
5;3477;1;7;213;0.0045000000000000005;1251051;0.18;71;8;14718;0;3;85;15;17;8;55.59;11.2;1256;0.47;17.74;760;14;6;7;0;0
6;3478;2;7;57;0.0867;1679349;0.32;23;8;22096;0;3;76;24;9;2;6.80;2.98;571;0.46;20.93;1450;14;6;99;0;0
7;536;0;7;63;0.0011;1067455;0.3;31;8;24260;0;3;44;13;7;2;99.9;99.9;676;0.5;6.66;2675;2;6;s;0;0
8;3354;1;5;21;0.2582;1224500;0.32;22;12;43732;0;3;28;9;4;4;3.55;1.9649999999999999;1221;0.61;2.58;7075;11;6;3;0;1
9;3211;1;6;7;0.1536;1573849;0.19;73;12;30266;0;3;52;10;8;6;5.66;1.49;66;0.46;2.90;6150;11;6;5;0;0
10;3479;1;7;8;0.0062;1567103;0.33;93;12;43530;0;3;36;12;6;4;99.9;99.9;1081;0.61;8.41;1330;1;6;s;0;0
11;2053;0;5;11;0.0464;1068500;0.56;32;5;39574;1;3;27;15;5;2;12.11;3.26;776;0.81;4.24;3925;6;6;6;0;0
0;3480;0;11;43;0.1014;7111579;0.21;68;12;68380;2;3;104;22;15;15;6.55;1.97;571;0.5;5.20;17573;14;7;4;0;0
1;1099;0;6;356;0.0236;1805983;0.38;74;52;44470;0;3;37;14;3;6;15.06;2.45;301;0.62;1.88;4149;14;7;5;0;0
2;235;0;8;15;0.0572;4721915;0.47;16;21;109811;2;3;43;20;9;6;10.22;2.54;78;0.81;8.28;12155;11;7;1;1;1
3;27;0;7;21;0.0037;2270070;0.18;18;11;27024;0;3;84;15;10;4;56.44;6.385;710;0.35;12.75;1233;15;7;99;0;0
4;3351;1;6;243;0.011000000000000001;3726810;0.2;69;18;90897;0;3;41;8;9;7;39.01;3.875;66;0.59;10.80;4786;11;7;99;0;0
5;2479;0;8;8;0.013500000000000002;7641061;0.28;101;38;92060;0;3;83;23;6;6;27.02;4.385;1081;0.42;10.57;1783;1;7;2;0;1
6;1906;1;7;7;0.7635;16585317;0.47;171;65;285953;0;3;58;27;11;7;1.30;1.13;66;0.78;1.54;29850;11;7;d;0;0
7;2827;0;11;227;0.0004;3164610;0.36;22;12;63292;0;3;50;18;6;6;99.9;99.9;1256;0.6;13.51;1932;14;7;s;0;0
8;3320;1;7;57;0.0217;5364824;0.32;94;27;82535;0;3;65;21;10;1;14.68;2.77;21;0.49;6.05;3465;11;7;3;0;1
9;3481;2;9;4;0.0039000000000000003;2710050;0.35;94;27;39853;0;3;68;24;12;9;47.71;4.4;106;0.66;12.92;2038;11;7;d;0;0
0;1642;0;5;42;0.0793;1206400;0.42;27;8;63494;0;3;19;8;4;2;14.68;4.07;598;0.74;4.46;3000;1;1;99;0;0
1;2847;0;7;15;0.09849999999999999;1358200;0.36;12;4;25626;0;3;53;19;3;4;11.00;2.575;790;0.49;9.45;4260;11;1;d;0;0
2;1280;0;6;11;0.3371;1100000;0.36;17;10;44000;0;3;25;9;4;2;2.37;1.395;20;0.6;8.30;5890;11;1;99;0;0
3;3211;1;6;7;0.1938;1273849;0.18;73;12;24977;0;3;51;9;8;6;4.30;1.5550000000000002;66;0.45;6.85;3500;11;1;1;1;1
4;782;1;5;103;0.1026;1711642;0.17;75;12;57054;0;3;30;5;6;5;5.13;1.95;99;0.53;12.92;2453;1;1;2;0;1
5;1741;0;6;14;0.0473;1303650;0.17;27;8;27159;0;3;48;8;7;6;18.30;4.275;20;0.44;10.79;2445;11;1;4;0;0
6;1702;0;7;57;0.042;1732508;0.26;73;12;34650;0;3;50;13;11;3;18.80;4.1;66;0.54;5.26;3610;11;1;6;0;0
7;3482;1;7;168;0.0074;1793517;0.14;18;75;22142;0;3;81;11;11;15;64.69;10.08;152;0.46;20.27;2659;11;1;7;0;0
8;874;1;5;262;0.08929999999999999;1318900;0.12;21;12;32168;0;3;41;5;7;3;9.05;2.655;388;0.37;8.42;2970;6;1;5;0;0
9;232;0;8;66;0.0026;1070250;0.08;22;12;8772;0;3;122;10;17;12;117.89;14.29;729;0.32;102.05;745;8;1;3;0;1
0;3483;2;3;7;0.2339;270000;0.75;49;6;67500;1;3;4;3;1;0;3.63;1.52;152;1.0;5.82;3750;11;2;2;0;1
1;924;2;3;295;0.0369;230500;0.5;66;7;38416;0;3;6;3;1;0;20.27;4.845;313;0.67;10.13;2780;22;2;99;0;0
2;1558;2;3;168;0.3261;446000;0.8;57;4;89200;1;3;5;4;0;0;2.35;1.5950000000000002;152;0.8;5.48;5710;11;2;utg;0;0
3;3484;2;3;15;0.1328;181000;0.6;36;6;36200;0;3;5;3;0;0;7.75;2.62;78;0.6;4.24;2710;11;2;utg;0;0
4;3365;2;3;21;0.0384;100529;0.76;67;4;5913;2;3;17;13;4;0;25.42;4.415;55;1.0;4.59;1941;11;2;5;0;0
5;2578;2;3;4;0.0166;411000;0.25;1;4;51375;0;3;8;2;3;1;40.40;5.645;100;0.75;4.29;1610;11;2;99;0;0
6;2306;2;3;20;0.028300000000000002;418925;0.67;40;7;69820;1;3;6;4;0;1;14.61;3.37;1069;0.83;2.29;5134;14;2;4;0;0
7;3485;2;3;103;0.058499999999999996;313500;0.57;7;7;44785;0;3;7;4;1;1;13.10;2.955;99;0.86;1.95;3435;1;2;1;1;1
8;489;2;3;166;0.1043;705500;0.14;1;4;100785;0;3;7;1;4;1;9.53;2.505;48;0.86;7.34;5305;11;2;6;0;0
9;1317;2;3;57;0.008199999999999999;198600;0.08;66;7;16550;0;3;12;1;2;0;50.29;8.08;37;0.25;25.72;1000;5;2;99;0;0
10;3486;2;3;451;0.011899999999999999;110712;0.5;14;5;18452;1;3;6;3;0;1;42.22;7.140000000000001;172;0.67;7.81;1681;14;2;3;0;1
11;2944;2;3;29;0.0042;328700;0.08;43;7;27391;0;3;12;1;2;2;65.70;9.545;711;0.42;16.96;2575;6;2;99;0;0
0;32;0;10;15;0.0043;2193419;0.19;22;12;19240;0;3;114;22;16;11;63.54;6.175;710;0.43;35.29;20;15;3;7;0;0
1;647;0;5;5;0.7108;7783481;0.82;15;8;353794;0;3;22;18;0;0;1.32;1.1;2;0.82;2.95;27504;2;3;3;0;1
2;277;1;7;7;0.054900000000000004;2912416;0.23;19;12;83211;0;3;35;8;9;5;9.53;2.385;66;0.63;5.27;6902;11;3;2;0;1
3;3403;0;11;42;0.0024;3784335;0.27;69;18;42520;0;3;89;24;18;8;74.31;5.13;57;0.56;14.38;1070;12;3;6;0;0
4;610;2;8;57;0.010700000000000001;2974922;0.15;72;12;37186;2;3;80;12;12;12;28.80;3.96;97;0.45;8.36;1781;16;3;4;0;0
5;740;0;6;168;0.1663;5537050;0.44;101;38;173032;0;3;32;14;4;4;5.26;2.115;66;0.69;4.70;8405;11;3;1;1;1
6;3318;0;6;339;0.0014000000000000002;2726000;0.17;29;5;75722;0;3;36;6;4;3;140.65;8.67;152;0.36;28.37;1035;11;3;99;0;0
7;3481;2;9;4;0.045899999999999996;2709550;0.36;94;27;40441;0;3;67;24;12;9;9.16;2.01;106;0.67;13.36;2097;11;3;99;0;0
8;1282;1;6;146;0.0032;2174799;0.13;21;12;46272;0;3;47;6;11;7;52.14;3.51;141;0.51;35.94;2860;4;3;5;0;0
0;3487;1;5;11;0.005600000000000001;275400;0.2;14;5;7868;0;3;35;7;1;5;73.19;7.935;297;0.37;10.39;1400;6;4;6;0;0
1;1897;0;4;10;0.0187;291400;0.2;43;7;19426;2;3;15;3;3;3;40.65;4.395;8;0.6;7.75;2055;2;4;7;0;0
2;820;0;4;60;0.0464;312500;0.3;7;7;31250;0;3;10;3;1;1;17.87;3.7649999999999997;128;0.5;5.86;2295;11;4;3;0;1
3;1836;0;5;80;0.10460000000000001;358500;0.16;34;8;11564;0;3;31;5;2;6;5.66;2.21;494;0.42;9.81;3045;5;4;1;1;1
4;1;0;4;8;0.028399999999999998;231800;0.23;6;4;17830;0;3;13;3;4;0;25.93;4.715;1081;0.54;7.21;2165;1;4;4;0;0
5;3224;1;4;79;0.5102;363500;0.7;42;5;36350;3;3;10;7;2;0;1.91;1.27;279;0.9;1.52;4120;16;4;d;0;0
6;240;0;4;43;0.0877;305800;0.22;42;5;16988;0;3;18;4;1;1;7.83;2.47;21;0.33;3.48;3580;11;4;99;0;0
7;549;1;4;57;0.0332;202500;0.57;41;7;28928;0;3;7;4;1;2;18.13;3.3499999999999996;97;1.0;2.06;2800;16;4;5;0;0
8;3474;0;4;7;0.035699999999999996;373500;0.21;24;4;19657;0;3;19;4;2;3;22.07;4.02;21;0.47;5.93;3315;11;4;99;0;0
9;3488;0;7;4;0.006500000000000001;294800;0.36;31;8;11792;0;3;25;9;1;0;62.40;6.529999999999999;418;0.4;7.15;1860;18;4;utg;0;0
10;982;1;4;24;0.0019;334000;0.27;12;4;30363;0;3;11;3;2;1;99.9;99.9;5;0.55;11.54;2720;3;4;s;0;0
11;3489;1;4;25;0.121;326500;0.44;2;4;36277;1;3;9;4;2;0;5.74;2.4450000000000003;26;0.67;4.14;3330;1;4;2;0;1
0;3490;1;5;25;0.25780000000000003;408292;0.41;42;5;18558;0;3;22;9;4;1;3.95;1.725;26;0.64;3.33;3605;1;5;6;0;0
1;1681;0;5;57;0.0438;502400;0.25;44;4;17942;0;3;28;7;4;1;22.61;4.109999999999999;623;0.43;17.69;1000;2;5;99;0;0
2;1756;2;5;24;0.0632;555800;0.19;3;5;17929;0;3;31;6;4;3;14.70;4.275;5;0.42;11.65;3010;3;5;4;0;0
3;1503;1;5;9;0.17190000000000003;528969;0.36;32;5;21158;0;3;25;9;5;3;4.15;2.035;1257;0.68;14.42;2568;11;5;2;0;1
4;2150;1;4;146;0.1101;548100;0.24;12;4;26100;1;3;21;5;2;5;5.47;2.045;141;0.57;11.57;3830;4;5;99;0;0
5;1820;1;4;14;0.016200000000000003;417300;0.15;10;5;20865;0;3;20;3;3;3;35.36;5.155;54;0.45;31.23;2710;0;5;5;0;0
6;1587;0;5;451;0.1402;441975;0.53;28;8;29465;0;3;15;8;1;1;7.19;3.0700000000000003;450;0.67;7.13;3533;20;5;1;1;1
7;2355;0;4;48;0.0235;525500;0.24;39;5;30911;0;3;17;4;4;1;33.69;6.21;100;0.53;6.41;2665;11;5;7;0;0
8;3491;1;5;339;0.0276;531162;0.3;42;5;23094;3;3;23;7;3;3;16.06;4.585;427;0.57;4.10;2670;12;5;99;0;0
9;3492;0;5;168;0.0029;488258;0.1;26;5;11908;0;3;41;4;9;5;109.69;16.595;152;0.44;16.02;718;11;5;99;0;0
10;59;0;4;7;0.1363;605000;0.36;26;5;43214;0;3;14;5;4;1;5.50;2.105;152;0.71;6.57;3390;11;5;3;0;1
11;1867;0;5;42;0.0066;466000;0.15;1;4;11650;0;3;40;6;6;3;85.48;12.71;57;0.38;9.12;1405;12;5;99;0;0
0;3369;0;6;460;0.0313;581591;0.24;72;12;11403;0;3;51;12;12;5;18.65;3.99;1225;0.57;4.98;2146;14;6;6;0;0
1;3493;0;6;146;0.07980000000000001;652850;0.11;21;12;18652;2;3;35;4;7;5;8.45;2.48;21;0.46;27.95;665;11;6;99;0;0
2;644;0;5;295;0.0037;759900;0.14;73;12;14900;0;3;51;7;9;5;80.23;12.93;313;0.41;17.22;1173;22;6;7;0;0
3;696;0;7;24;0.0077;803500;0.26;23;8;18686;0;3;43;11;4;3;59.53;7.875;5;0.42;8.76;1357;3;6;d;0;0
4;2103;1;5;339;0.059500000000000004;696600;0.16;10;5;18331;0;3;38;6;6;7;12.46;3.5999999999999996;427;0.5;30.65;1725;12;6;utg;0;0
5;955;1;5;7;0.22920000000000001;761000;0.28;19;12;23781;2;3;32;9;6;3;4.34;1.955;152;0.56;4.71;3265;11;6;1;1;1
6;3264;0;5;42;0.047599999999999996;743578;0.23;70;56;23986;0;3;31;7;5;0;13.23;3.49;21;0.39;4.82;3955;11;6;99;0;0
7;165;0;6;12;0.047;737738;0.34;75;12;23054;0;3;32;11;3;3;16.77;4.16;26;0.53;5.01;4527;1;6;4;0;0
8;3494;0;6;4;0.01;754131;0.33;10;5;18853;0;3;40;13;3;8;44.02;7.18;127;0.6;11.43;1982;21;6;5;0;0
9;1389;0;5;57;0.1303;912450;0.17;30;8;25345;1;3;36;6;5;8;6.39;2.21;97;0.53;6.23;3860;16;6;2;0;1
10;2053;0;5;11;0.2349;1006000;0.58;42;5;38692;0;3;26;15;5;1;3.28;1.97;776;0.81;4.37;3322;6;6;3;0;1
11;26;0;5;15;0.1191;1017000;0.54;17;10;42375;3;3;24;13;2;0;8.35;2.89;21;0.63;3.28;4615;11;6;99;0;0
0;3495;1;3;25;0.17329999999999998;255000;1.0;7;7;51000;1;3;5;5;0;0;5.98;2.435;26;1.0;1.81;4050;1;7;d;0;0
1;653;1;3;7;0.23670000000000002;2185000;0.89;12;4;242777;0;3;9;8;0;0;3.77;1.5750000000000002;100;0.89;1.79;20100;11;7;4;0;0
2;1571;1;3;4;0.317;1270000;0.71;1;4;181428;0;3;7;5;1;0;2.74;1.52;100;0.86;3.01;13850;11;7;1;1;1
3;3496;0;3;15;0.11810000000000001;1394800;0.69;35;5;107292;0;3;13;9;0;1;9.09;2.77;100;0.77;1.95;8550;11;7;99;0;0
4;1100;1;3;8;0.0711;672570;0.4;38;5;67257;0;3;10;4;2;2;5.76;2.225;1081;0.8;4.41;3365;1;7;99;0;0
5;1184;1;3;88;0.0395;463500;0.33;12;4;51500;0;3;9;3;3;1;17.10;3.445;138;0.78;3.36;3560;20;7;5;0;0
6;2011;0;3;275;0.0022;124500;0.0;1;4;20750;0;3;6;0;1;3;112.20;11.850000000000001;59;0.67;29.62;1630;4;7;6;0;0
7;1691;1;3;108;0.003;323500;0.22;6;4;35944;2;3;9;2;3;1;86.27;9.79;426;0.67;15.72;1610;1;7;99;0;0
8;2403;1;3;111;0.0086;159500;0.17;66;7;26583;3;3;6;1;2;0;43.67;5.865;130;0.5;7.72;2155;1;7;d;0;0
9;2463;1;3;146;0.0196;140000;0.0;36;6;23333;0;3;6;0;3;1;30.30;5.245;21;0.67;11.23;1780;11;7;2;0;1
10;2054;0;3;10;0.0070999999999999995;182500;0.4;57;4;36500;2;3;5;2;0;2;46.55;6.275;8;0.8;7.18;2625;2;7;3;0;1
11;1479;0;3;168;0.0039000000000000003;87500;0.33;6;4;29166;1;3;3;1;0;2;69.85;9.215;152;1.0;10.14;1375;11;7;99;0;0
0;1867;0;5;42;0.044800000000000006;456000;0.15;1;4;11692;0;3;39;6;6;3;19.34;3.2649999999999997;57;0.38;6.82;1285;12;1;5;0;0
1;3497;0;6;57;0.053399999999999996;320350;0.12;3;5;12814;0;3;25;3;4;3;13.49;2.5949999999999998;57;0.4;13.51;1590;12;1;99;0;0
2;966;2;5;15;0.0045000000000000005;432371;0.14;32;5;10055;0;3;43;6;3;2;59.40;6.69;147;0.26;16.75;1335;21;1;99;0;0
3;498;1;4;4;0.7031000000000001;495500;0.7;39;5;49550;0;3;10;7;0;0;1.34;1.23;100;0.7;3.39;4700;11;1;d;0;0
4;1587;0;5;451;0.1032;316975;0.5;28;8;22641;1;3;14;7;1;1;5.68;1.7950000000000002;450;0.64;6.40;2283;20;1;1;1;1
5;3498;2;6;221;0.0034999999999999996;354700;0.33;3;5;11823;0;3;30;10;4;4;78.81;7.195;1258;0.6;17.79;1128;21;1;7;0;0
6;3499;0;7;207;0.0038;390210;0.17;38;5;13007;0;3;30;5;8;4;46.56;4.9;1259;0.57;28.02;1385;21;1;99;0;0
7;940;0;5;215;0.0043;427900;0.4;67;4;21395;0;3;20;8;0;2;59.10;8.145;415;0.5;8.37;2142;25;1;4;0;0
8;3500;0;6;43;0.0025;306800;0.06;31;8;6527;2;3;47;3;9;5;57.11;9.745000000000001;400;0.36;16.02;1410;21;1;99;0;0
9;3501;1;6;285;0.0217;354092;0.17;39;5;8430;0;3;42;7;5;2;23.04;3.305;549;0.33;17.11;2502;14;1;6;0;0
10;2150;1;4;146;0.053200000000000004;485600;0.25;12;4;24280;1;3;20;5;1;5;16.06;2.67;141;0.55;9.78;3465;4;1;2;0;1
11;3502;0;7;315;0.002;271050;0.28;44;4;9346;0;3;29;8;6;4;79.60;8.78;1260;0.62;5.23;1686;14;1;3;0;1
0;3503;2;7;42;0.006999999999999999;68852;0.07;150;15;2459;0;3;28;2;3;7;96.45;16.255;1261;0.43;14.17;555;14;2;99;0;0
1;3504;2;4;33;0.0817;203500;0.15;13;0;15653;0;3;13;2;0;2;14.97;3.5300000000000002;5;0.31;14.75;1677;3;2;2;0;1
2;3505;2;6;451;0.09480000000000001;207083;0.29;40;0;6680;0;3;31;9;5;2;10.58;3.365;1262;0.52;4.56;1097;14;2;5;0;0
3;3506;2;6;469;0.022400000000000003;150420;0.37;78;13;7916;0;3;19;7;1;2;42.43;9.435;1263;0.53;3.60;1168;14;2;99;0;0
4;943;2;5;15;0.0642;175200;0.33;52;3;11680;3;3;15;5;2;1;21.72;4.96;702;0.53;12.40;1327;27;2;99;0;0
5;3507;2;3;207;0.0635;180000;0.13;11;3;22500;1;3;8;1;4;0;8.86;3.3550000000000004;398;0.63;17.85;1150;21;2;utg;0;0
6;3508;2;5;315;0.011899999999999999;117209;0.19;47;3;5581;0;3;21;4;1;4;59.75;12.075;53;0.43;8.32;825;14;2;4;0;0
7;3509;2;5;112;0.0326;488000;0.19;67;1;18769;0;3;26;5;5;5;26.23;5.85;179;0.58;13.70;1073;22;2;6;0;0
8;2364;2;5;7;0.0218;547687;0.2;44;1;13358;0;3;41;8;6;4;36.15;7.34;147;0.44;19.60;877;21;2;7;0;0
9;3510;2;6;43;0.1408;610300;0.26;24;1;22603;0;3;27;7;1;4;5.13;2.36;20;0.44;9.77;3310;11;2;99;0;0
10;1827;2;6;146;0.1067;467895;0.24;63;3;14178;0;3;33;8;7;4;9.08;2.5999999999999996;141;0.58;17.25;998;4;2;1;1;1
11;3511;2;6;4;0.0121;373100;0.11;103;36;8479;0;3;44;5;5;6;61.93;14.23;147;0.36;12.86;750;21;2;d;0;0
12;2278;2;6;119;0.009899999999999999;488548;0.08;7;0;10178;0;3;48;4;7;4;70.31;13.155;1264;0.31;11.73;844;14;2;99;0;0
