horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tr�nare;Plats%;Snittodds;Po�ng;Hemmabana;raceIdx;result;won;plats
10;851;1;6;61;0.11630000000000001;1465800;0.22;93;12;24844;0;3;59;13;10;8;8.74;2.5300000000000002;14;0.53;7.77;5540;5;7;1;1;1
11;1741;0;6;57;0.059699999999999996;1543650;0.17;27;8;29125;0;3;53;9;7;7;11.15;3.1500000000000004;20;0.43;9.06;2875;11;7;5;0;0
0;2670;0;5;24;0.0814;334100;0.15;25;8;12850;0;3;26;4;3;8;15.52;2.9250000000000003;365;0.58;7.56;1668;3;1;3;0;1
1;698;0;6;15;0.0635;498900;0.27;38;5;9782;0;3;51;14;5;1;14.57;2.625;297;0.39;12.39;1476;6;1;99;0;0
2;2636;2;6;4;0.1016;467938;0.28;31;8;12998;0;3;36;10;3;8;14.08;3.045;953;0.58;12.40;2052;11;1;4;0;0
3;1574;0;4;44;0.1406;444300;0.16;26;5;17772;0;3;25;4;6;5;7.15;1.75;57;0.6;20.75;1643;12;1;2;0;1
4;853;0;6;19;0.0373;388500;0.14;34;8;10791;0;3;36;5;3;4;23.04;3.6399999999999997;28;0.33;16.74;2005;11;1;99;0;0
5;3415;1;4;57;0.0335;482995;0.2;26;5;13799;0;3;35;7;8;4;99.9;99.9;571;0.54;7.87;1538;14;1;s;0;0
6;3328;1;5;43;0.4728;427517;0.19;22;12;20357;3;3;21;4;4;1;1.35;1.245;20;0.43;6.79;1870;11;1;1;1;1
7;3416;0;5;40;0.004;388100;0.16;32;5;12128;0;3;32;5;6;3;89.68;10.45;5;0.44;11.15;1370;3;1;99;0;0
8;3417;1;4;21;0.0052;277200;0.1;29;5;13200;0;3;21;2;4;4;74.58;7.345;363;0.48;9.02;1335;11;1;5;0;0
9;3418;0;7;154;0.0073;404800;0.15;35;5;6861;0;3;59;9;9;4;50.87;6.26;1239;0.37;4.47;1775;22;1;7;0;0
10;1535;0;5;11;0.0338;298900;0.23;32;5;11496;0;3;26;6;5;2;18.96;3.37;20;0.5;10.51;1510;11;1;99;0;0
11;646;0;6;116;0.019;495800;0.32;3;5;14582;0;3;34;11;5;0;34.39;5.385;752;0.47;5.56;2762;20;1;6;0;0
0;3370;1;15;24;0.1185;3442465;0.41;177;45;34424;0;3;100;41;20;8;9.03;2.655;5;0.69;19.44;2045;3;2;2;0;1
1;3186;1;13;226;0.0072;1747400;0.23;97;44;17650;2;3;99;23;11;8;63.17;8.435;799;0.42;16.22;1660;8;2;3;0;1
2;1595;1;5;94;0.01;2220792;0.59;89;48;76579;0;3;29;17;6;1;40.37;5.575;195;0.83;3.00;2640;23;2;d;0;0
3;1119;1;6;43;0.1023;1712394;0.31;190;46;38053;0;3;45;14;11;4;7.36;2.7249999999999996;466;0.64;14.09;2165;23;2;7;0;0
4;1409;1;11;58;0.7138;8040580;0.62;147;45;80405;1;3;100;62;9;8;1.24;1.045;126;0.79;3.22;6155;26;2;1;1;1
5;3185;0;7;40;0.0042;843650;0.2;90;53;17217;3;3;49;10;9;8;50.24;6.285;452;0.55;10.70;1703;23;2;6;0;0
6;3419;2;12;298;0.0106;2262661;0.19;180;44;16278;0;3;139;27;11;18;32.99;4.715;1240;0.4;11.45;6130;5;2;99;0;0
7;429;1;11;286;0.0013;1486486;0.17;188;44;10694;0;3;139;23;11;17;99.9;99.9;193;0.37;57.31;1100;22;2;s;0;0
8;1022;0;10;112;0.005699999999999999;1456998;0.18;125;48;15836;0;3;92;17;14;8;70.16;7.074999999999999;5;0.42;9.55;2985;3;2;d;0;0
9;3420;2;9;4;0.0070999999999999995;1419758;0.33;89;48;36404;1;3;39;13;7;8;40.71;7.195;195;0.72;7.89;720;23;2;4;0;0
10;1120;1;11;15;0.0074;2539600;0.23;119;46;22083;0;3;115;26;20;23;40.80;4.24;1241;0.6;17.58;1930;23;2;99;0;0
11;1113;2;5;91;0.012;945600;0.35;145;53;27811;0;3;34;12;3;4;20.37;3.81;190;0.56;8.15;3985;22;2;5;0;0
0;780;1;5;15;0.1241;978980;0.11;28;8;54387;0;3;18;2;5;3;5.51;2.045;1242;0.56;45.37;2551;14;3;2;0;1
1;1538;0;6;286;0.1215;1229203;0.27;33;12;29980;0;3;41;11;8;7;7.66;2.54;57;0.63;2.95;2470;12;3;d;0;0
2;3421;0;7;45;0.0123;1181000;0.18;75;12;19683;0;3;60;11;14;1;40.65;7.435;140;0.43;18.64;1162;22;3;5;0;0
3;3286;0;8;57;0.038;1199371;0.25;48;4;18451;0;3;65;16;4;6;21.01;4.645;57;0.4;7.66;1775;12;3;99;0;0
4;3422;0;6;316;0.0125;1030639;0.22;23;8;14918;0;3;54;12;9;4;44.60;9.24;1243;0.46;21.02;1721;14;3;7;0;0
5;30;0;7;22;0.0437;1009500;0.14;20;8;18026;2;3;56;8;10;11;15.64;3.8499999999999996;24;0.52;14.19;2715;5;3;4;0;0
6;2606;0;6;44;0.184;1329650;0.37;70;12;30922;0;3;43;16;2;5;4.64;2.01;57;0.53;8.23;2140;12;3;d;0;0
7;1133;1;5;11;0.16399999999999998;1534860;0.24;70;12;45142;0;3;34;8;8;6;5.28;2.19;297;0.65;9.12;2770;6;3;1;1;1
8;2198;0;7;43;0.19940000000000002;1381758;0.43;31;8;46058;3;3;30;13;4;3;3.85;1.7850000000000001;832;0.67;4.25;2400;3;3;3;0;1
9;2464;2;4;406;0.013300000000000001;1240017;0.54;21;12;47692;0;3;26;14;3;3;99.9;99.9;571;0.77;1.87;6824;14;3;s;0;0
10;1556;1;5;154;0.07769999999999999;1575300;0.17;71;8;43758;0;3;36;6;3;3;10.89;3.09;21;0.33;29.81;910;11;3;99;0;0
11;3393;0;7;4;0.0095;1148802;0.17;34;8;21274;0;3;54;9;7;6;41.84;7.870000000000001;106;0.41;25.12;991;11;3;6;0;0
0;2989;2;6;13;0.011200000000000002;461056;0.08;5;0;7558;0;3;61;5;6;6;73.08;10.67;450;0.28;23.83;735;20;4;6;0;0
1;3423;2;5;505;0.17670000000000002;601349;0.3;12;1;12794;0;3;47;14;9;3;4.48;2.255;1244;0.55;10.96;1669;14;4;99;0;0
2;2418;2;8;48;0.0898;922745;0.14;42;2;15909;0;3;58;8;10;8;99.9;99.9;312;0.45;15.33;3282;14;4;s;0;0
3;1814;2;7;80;0.0922;741850;0.17;48;1;11775;3;3;63;11;8;2;7.11;2.6950000000000003;705;0.33;3.30;2610;5;4;7;0;0
4;2417;2;4;98;0.0463;495820;0.36;29;5;19832;0;3;25;9;6;0;99.9;99.9;571;0.6;2.35;2930;14;4;s;0;0
5;1454;2;5;247;0.0222;700500;0.23;41;0;22596;1;3;31;7;6;4;49.70;8.185;765;0.55;15.03;2615;27;4;4;0;0
6;561;2;5;403;0.1575;887500;0.29;1;1;28629;0;3;31;9;4;3;4.10;1.8599999999999999;2;0.52;6.39;3090;2;4;1;1;1
7;3424;2;7;24;0.1284;967720;0.24;48;1;21037;0;3;46;11;7;3;5.96;2.255;5;0.46;16.27;2250;3;4;99;0;0
8;3425;2;6;504;0.013600000000000001;898600;0.14;44;1;21395;2;3;42;6;4;7;53.25;10.285;21;0.4;21.02;840;11;4;3;0;1
9;1560;2;6;432;0.015600000000000001;947377;0.15;29;2;16057;1;3;59;9;9;7;30.46;6.165;322;0.42;20.39;901;10;4;99;0;0
10;3167;2;6;31;0.0296;614243;0.3;67;1;16601;0;3;37;11;5;3;22.68;5.83;297;0.51;11.94;1383;6;4;utg;0;0
11;635;2;5;244;0.1432;788100;0.42;6;1;30311;2;3;26;11;3;4;4.92;2.085;981;0.69;3.29;4900;26;4;utg;0;0
12;929;2;6;222;0.014499999999999999;1122650;0.13;39;2;17819;0;3;63;8;9;9;34.65;4.8;412;0.41;26.21;1278;22;4;2;0;1
13;1923;2;5;205;0.0149;1232763;0.23;20;8;39766;3;3;31;7;3;2;45.47;7.125;57;0.39;28.71;490;12;4;d;0;0
14;3426;2;7;535;0.044500000000000005;2903000;0.21;12;1;61765;0;3;47;10;2;6;10.83;2.9850000000000003;20;0.38;17.23;1815;11;4;5;0;0
0;741;0;4;15;0.374;206450;0.24;1;4;12144;0;3;17;4;2;2;1.96;1.3599999999999999;297;0.47;5.96;1849;6;5;2;0;1
1;458;0;6;251;0.0774;210500;0.09;5;7;9568;0;3;22;2;4;4;8.18;2.7;363;0.45;17.15;1280;11;5;3;0;1
2;3427;0;4;4;0.077;222000;0.25;51;7;13875;0;3;16;4;1;1;19.11;3.8499999999999996;106;0.38;10.74;1225;11;5;d;0;0
3;3384;0;6;533;0.021;244500;0.2;41;7;8150;0;3;30;6;2;4;35.45;5.08;1230;0.4;30.84;1488;21;5;99;0;0
4;2183;2;4;112;0.14859999999999998;233300;0.2;2;4;23330;0;3;10;2;3;3;7.33;2.3;179;0.8;4.46;2628;22;5;5;0;0
5;2978;0;4;154;0.0574;153950;0.24;52;6;9055;0;3;17;4;3;0;27.36;4.64;185;0.41;4.82;1210;22;5;utg;0;0
6;3428;0;5;57;0.0761;161400;0.2;3;5;8070;0;3;20;4;3;3;16.07;3.175;185;0.5;6.13;1360;22;5;99;0;0
7;3250;0;4;44;0.10859999999999999;246500;0.18;24;4;14500;0;3;17;3;4;3;4.66;1.94;57;0.59;11.91;1867;12;5;1;1;1
8;485;0;5;131;0.0127;231200;0.22;41;7;10052;0;3;23;5;4;2;63.29;7.805000000000001;1191;0.48;21.42;1110;4;5;4;0;0
9;2270;0;4;42;0.0137;205596;0.05;31;8;9345;0;3;22;1;4;5;58.77;6.26;874;0.45;16.47;1360;25;5;d;0;0
10;3332;1;6;11;0.0111;174209;0.08;6;4;4584;0;3;38;3;3;5;51.56;6.84;322;0.29;17.62;1252;10;5;7;0;0
11;1129;0;4;160;0.0223;223900;0.25;7;7;11195;0;3;20;5;1;3;26.27;4.88;899;0.45;11.81;1847;22;5;6;0;0
0;3227;1;5;57;0.1143;704319;0.23;10;5;22719;0;3;31;7;3;8;8.97;2.51;97;0.58;5.34;1595;16;6;2;0;1
1;3277;0;6;121;0.15259999999999999;867600;0.24;20;8;23448;0;3;37;9;9;4;6.01;2.0149999999999997;243;0.59;13.60;2400;3;6;1;1;1
2;945;0;8;116;0.013500000000000002;702400;0.17;48;4;13007;0;3;54;9;6;5;36.44;9.695;752;0.37;11.40;1064;20;6;6;0;0
3;1074;0;6;160;0.0458;665000;0.22;30;8;13300;0;3;50;11;7;4;12.40;4.18;326;0.44;17.84;1505;22;6;5;0;0
4;1103;0;7;11;0.032;893896;0.19;38;5;14188;0;3;63;12;6;6;20.43;4.63;322;0.38;21.52;993;10;6;99;0;0
5;3429;1;5;316;0.037000000000000005;767457;0.31;21;12;18272;0;3;42;13;3;8;15.51;3.6450000000000005;1243;0.57;18.50;2277;14;6;4;0;0
6;3430;0;5;112;0.008;517000;0.18;14;5;15666;0;3;33;6;6;8;44.13;9.735;179;0.61;26.53;1980;22;6;d;0;0
7;3431;0;7;185;0.009899999999999999;560750;0.08;71;8;7897;0;3;71;6;6;5;27.77;10.565;323;0.24;27.44;1011;15;6;d;0;0
8;3432;0;10;15;0.1023;609100;0.12;44;4;9370;2;3;65;8;11;6;7.80;2.6399999999999997;247;0.38;16.67;1143;14;6;99;0;0
9;3076;1;5;19;0.18760000000000002;885000;0.24;22;12;30517;3;3;29;7;2;4;5.08;2.49;184;0.45;5.01;2550;11;6;99;0;0
10;3433;0;7;43;0.049800000000000004;539500;0.47;5;7;28394;0;3;19;9;3;0;12.59;3.06;20;0.63;6.95;1945;11;6;7;0;0
11;3434;0;6;44;0.24719999999999998;831703;0.52;12;4;33268;2;3;25;13;1;1;3.47;1.695;57;0.6;5.39;4970;12;6;3;0;1
0;1069;1;5;57;0.011899999999999999;5017932;0.12;16;21;116696;0;3;43;5;7;5;24.65;6.28;1236;0.4;17.84;232;14;7;99;0;0
1;645;1;5;154;0.0179;6052494;0.22;17;29;102584;0;3;59;13;12;3;20.85;6.68;21;0.47;6.35;7860;11;7;1;1;1
2;277;1;7;4;0.0223;3427416;0.24;19;12;90195;0;3;38;9;10;5;22.59;5.445;66;0.63;10.39;10100;11;7;2;0;1
3;2721;2;6;406;0.001;3346952;0.5;76;22;72759;0;3;46;23;3;9;99.9;99.9;571;0.76;13.38;7697;14;7;s;0;0
4;740;0;6;168;0.0688;6734214;0.46;101;38;192406;0;3;35;16;4;4;7.81;3.96;66;0.69;5.81;17876;11;7;99;0;0
5;456;0;5;42;0.0078000000000000005;2985566;0.17;69;18;72818;0;3;41;7;6;5;48.59;11.015;2;0.44;17.55;5731;2;7;3;0;1
6;235;0;8;15;0.0363;5021915;0.45;94;27;114134;0;3;44;20;10;6;12.18;4.625;78;0.82;9.24;13905;11;7;4;0;0
7;3352;1;6;43;0.8090999999999999;16733709;0.81;17;10;619767;0;3;27;22;4;1;1.24;1.0;20;1.0;2.39;69909;11;7;5;0;0
8;3435;1;5;259;0.0037;2934288;0.16;95;28;68239;0;3;43;7;4;8;57.88;12.675;500;0.44;25.67;16916;14;7;99;0;0
9;537;1;8;139;0.0212;13632068;0.34;18;11;203463;0;3;67;23;10;6;15.24;6.265;66;0.58;5.78;7424;11;7;d;0;0
0;929;2;6;222;0.004;1064650;0.13;27;8;17453;3;3;61;8;8;9;83.61;8.719999999999999;412;0.41;30.87;663;22;1;6;0;0
1;3436;0;9;87;0.046799999999999994;1118050;0.21;32;5;17746;0;3;63;13;5;8;23.17;3.505;203;0.41;17.72;807;5;1;99;0;0
2;3238;0;8;19;0.01;866901;0.16;71;8;13545;0;3;64;10;7;7;51.07;6.199999999999999;6;0.38;18.91;510;4;1;d;0;0
3;232;0;8;66;0.013300000000000001;1169450;0.09;22;12;9281;0;3;126;11;17;13;27.38;4.455;729;0.33;37.48;1512;8;1;3;0;1
4;1185;1;8;18;0.023799999999999998;1274051;0.21;21;12;16987;0;3;75;16;9;10;28.68;3.9250000000000003;18;0.47;5.81;2135;5;1;99;0;0
5;2751;1;8;32;0.0033;1569781;0.13;23;8;21802;0;3;72;9;7;8;78.10;9.57;1031;0.33;43.06;1500;11;1;d;0;0
6;1537;0;6;36;0.0029;1059600;0.18;21;12;24081;0;3;44;8;5;8;127.19;12.315;44;0.48;39.35;592;11;1;99;0;0
7;1280;0;6;11;0.258;1100500;0.35;17;10;42326;0;3;26;9;4;2;3.34;1.9449999999999998;20;0.58;8.21;4345;11;1;4;0;0
8;1256;0;8;92;0.0632;1516500;0.17;15;8;14723;2;3;103;18;20;5;10.76;2.49;958;0.42;23.80;1665;3;1;5;0;0
9;2198;0;7;43;0.3961;1306758;0.45;31;8;45060;0;3;29;13;3;3;2.00;1.355;832;0.66;4.23;2269;3;1;2;0;1
10;3330;0;7;168;0.0725;993800;0.38;71;8;31056;0;3;32;12;8;4;16.89;3.4349999999999996;1209;0.75;2.99;1850;11;1;7;0;0
11;1741;0;6;14;0.10619999999999999;1374650;0.16;27;8;26953;0;3;51;8;7;7;7.46;2.34;20;0.43;9.87;1480;11;1;1;1;1
0;694;1;4;81;0.0633;445200;0.24;39;5;17808;0;3;25;6;5;1;8.99;2.715;165;0.48;23.29;1445;8;2;6;0;0
1;699;0;4;15;0.21539999999999998;301000;0.36;2;4;21500;0;3;14;5;2;2;3.48;1.955;78;0.64;14.97;1600;11;2;1;1;1
2;2785;0;7;121;0.045;392411;0.22;3;5;8008;0;3;49;11;7;4;18.16;4.13;57;0.45;12.85;1238;12;2;99;0;0
3;166;1;4;503;0.1845;466000;0.26;31;8;24526;0;3;19;5;4;2;4.59;1.99;177;0.58;51.73;1635;11;2;4;0;0
4;820;0;4;60;0.1663;390000;0.25;14;5;32500;0;3;12;3;1;3;4.72;1.95;128;0.58;9.52;1965;11;2;99;0;0
5;3225;0;6;11;0.049699999999999994;426950;0.1;3;5;8539;0;3;50;5;6;4;15.06;4.92;1245;0.3;13.42;1375;11;2;99;0;0
6;1574;0;4;154;0.0103;381800;0.17;26;5;15908;0;3;24;4;5;5;61.98;10.379999999999999;57;0.58;11.43;1118;12;2;2;0;1
7;3437;0;5;158;0.0054;318400;0.2;71;8;12736;0;3;25;5;6;0;59.00;7.765;316;0.44;9.05;1857;8;2;99;0;0
8;853;0;6;14;0.06570000000000001;352500;0.15;34;8;10367;0;3;34;5;3;3;14.39;3.135;28;0.32;11.14;1927;11;2;7;0;0
9;9;0;5;28;0.035699999999999996;463000;0.35;6;4;27235;0;3;17;6;5;1;24.57;5.04;578;0.71;8.62;1260;0;2;5;0;0
10;3438;0;4;43;0.1525;316500;0.42;10;5;26375;0;3;12;5;2;0;6.88;2.465;20;0.58;13.86;1490;11;2;d;0;0
11;3439;2;4;211;0.006;393250;0.2;67;4;19662;0;3;20;4;3;2;80.94;10.120000000000001;156;0.45;24.65;2187;11;2;3;0;1
0;2478;0;8;121;0.009399999999999999;1826627;0.22;20;8;22550;0;3;81;18;5;8;45.34;5.395;57;0.38;9.19;410;12;3;utg;0;0
1;3318;0;6;168;0.0027;2727000;0.16;22;12;71763;0;3;38;6;4;3;117.54;7.92;152;0.34;62.55;565;11;3;7;0;0
2;1905;1;8;158;0.029500000000000002;3220800;0.28;68;12;42944;0;3;75;21;11;14;16.46;2.84;316;0.61;32.13;620;8;3;1;1;1
3;2512;1;6;111;0.5569;3858649;0.12;93;12;74204;0;3;52;6;9;7;2.00;1.3199999999999998;66;0.42;2.41;3905;11;3;4;0;0
4;858;2;5;11;0.0168;2524000;0.17;21;12;72114;3;3;35;6;7;5;18.47;3.985;165;0.51;6.98;985;8;3;2;0;1
5;685;0;9;21;0.14980000000000002;2487700;0.33;73;12;34551;2;3;72;24;12;6;5.78;2.08;1195;0.58;6.22;2955;15;3;5;0;0
6;2436;0;8;503;0.09720000000000001;3379200;0.27;76;22;41209;0;3;82;22;18;7;5.96;2.21;177;0.57;9.09;3905;11;3;3;0;1
7;2840;0;6;154;0.0028000000000000004;6117723;0.16;74;52;81569;0;3;75;12;3;10;110.07;8.805;21;0.33;50.06;200;11;3;6;0;0
8;3105;1;11;255;0.0029;4072847;0.11;69;18;28682;0;3;142;15;28;16;76.70;6.470000000000001;539;0.42;40.05;2080;5;3;99;0;0
9;3267;1;6;112;0.1319;4537804;0.17;73;12;75630;0;3;60;10;7;8;4.05;1.51;66;0.42;6.27;2865;11;3;d;0;0
0;908;1;7;15;0.1134;1108691;0.16;155;26;12183;0;3;91;15;8;5;7.95;2.58;883;0.31;18.62;2748;14;4;d;0;0
1;1022;0;10;33;0.1383;1331998;0.18;87;24;14637;0;3;91;16;14;8;6.64;2.475;5;0.42;9.85;1750;3;4;1;1;1
2;2917;0;11;19;0.0562;1262851;0.06;134;25;6577;0;3;192;12;21;14;11.98;3.6900000000000004;966;0.24;37.80;710;14;4;99;0;0
3;1024;1;8;43;0.11699999999999999;727860;0.23;87;24;9213;0;3;79;18;16;6;8.11;2.5999999999999996;1179;0.51;3.12;2320;14;4;4;0;0
4;3440;0;11;280;0.0096;1072769;0.29;134;25;17028;0;3;63;18;11;3;49.69;8.165000000000001;533;0.51;18.62;397;14;4;99;0;0
5;1597;1;7;307;0.1555;1235894;0.29;170;26;19933;2;3;62;18;11;4;4.61;2.255;272;0.53;3.31;1965;22;4;2;0;1
6;2022;1;5;11;0.31980000000000003;1018476;0.34;99;26;31827;0;3;32;11;6;3;3.27;1.71;434;0.63;7.18;2212;14;4;3;0;1
7;3441;2;7;85;0.022099999999999998;1189982;0.42;87;24;23799;0;3;50;21;10;3;17.61;4.09;378;0.68;4.22;2355;14;4;99;0;0
8;909;1;9;388;0.006;1185950;0.26;137;26;15204;0;3;78;20;8;9;68.59;8.02;403;0.47;14.13;355;15;4;99;0;0
9;3442;0;10;112;0.0021;852746;0.22;91;25;10274;0;3;83;18;12;6;150.08;16.925;434;0.43;37.54;813;14;4;5;0;0
10;3443;1;8;40;0.0044;1532532;0.08;98;26;21285;0;3;72;6;19;7;66.64;11.14;195;0.44;53.93;674;23;4;99;0;0
11;1023;1;10;184;0.0038;1609300;0.23;137;26;12978;0;3;124;28;12;14;84.45;16.2;733;0.44;70.89;695;11;4;99;0;0
12;431;1;10;444;0.002;1552534;0.28;96;25;18705;0;3;83;23;9;10;174.84;23.765;734;0.51;43.93;503;5;4;99;0;0
13;3186;1;13;226;0.0478;1742400;0.23;155;26;17779;0;3;98;23;11;8;9.28;3.21;799;0.43;15.78;1820;8;4;7;0;0
14;3444;2;11;154;0.0019;1542104;0.14;97;30;11594;0;3;133;19;31;11;147.91;24.73;883;0.46;43.24;408;14;4;6;0;0
0;3445;0;8;111;0.005;589200;0.07;38;5;7856;0;3;75;5;11;9;80.23;10.1;1085;0.33;21.64;941;11;5;99;0;0
1;3277;0;6;154;0.1478;836600;0.25;20;8;23238;3;3;36;9;9;3;4.78;1.73;243;0.58;13.44;2765;3;5;3;0;1
2;1036;0;10;87;0.4266;814200;0.36;34;8;15362;2;3;53;19;7;4;3.18;1.665;203;0.57;3.59;3005;5;5;1;1;1
3;3150;0;6;503;0.0311;579700;0.29;39;5;18700;0;3;31;9;3;4;19.47;3.8;177;0.52;13.09;2480;11;5;6;0;0
4;3446;1;10;121;0.0213;782800;0.25;15;8;14769;3;3;53;13;12;2;32.10;5.85;243;0.51;15.99;1183;3;5;4;0;0
5;3263;0;7;507;0.0106;607600;0.15;15;8;11047;2;3;55;8;9;7;41.27;4.935;329;0.44;16.95;765;11;5;99;0;0
6;3425;2;6;15;0.0174;897600;0.15;33;12;22440;0;3;40;6;4;7;22.39;4.234999999999999;21;0.43;22.77;1175;11;5;99;0;0
7;3447;1;6;36;0.0016;658350;0.23;14;5;12660;0;3;52;12;4;7;215.53;17.29;44;0.44;22.80;1077;11;5;99;0;0
8;3448;0;8;21;0.0019;824235;0.11;23;8;9812;3;3;84;9;7;9;150.31;10.935;1176;0.3;66.93;643;22;5;5;0;0
9;3265;0;8;508;0.0165;762250;0.11;22;12;7940;0;3;96;11;11;18;21.22;4.065;492;0.42;16.75;2115;3;5;7;0;0
10;1365;1;5;33;0.0623;828700;0.36;20;8;37668;0;3;22;8;4;0;10.00;2.45;5;0.55;16.74;3742;3;5;2;0;1
11;1243;0;5;43;0.2579;582200;0.25;21;12;20792;0;3;28;7;3;2;2.47;1.62;20;0.43;3.21;1282;11;5;99;0;0
0;1892;0;5;0;0.1655;174100;0.17;67;4;7569;0;3;23;4;3;1;5.63;2.11;677;0.35;17.35;2350;6;6;d;0;0
1;2542;0;4;226;0.0009;118600;0.25;9;4;9883;0;3;12;3;3;0;99.9;99.9;965;0.5;11.84;1343;13;6;s;0;0
2;2923;0;6;181;0.0363;243715;0.09;10;5;4513;2;3;54;5;5;6;16.30;5.235;362;0.3;19.34;1183;16;6;99;0;0
3;3200;0;4;11;0.3081;181700;0.4;39;5;18170;0;3;10;4;0;1;3.00;1.56;97;0.5;2.59;2384;16;6;3;0;1
4;2476;0;4;61;0.0066;144500;0.27;49;6;13136;0;3;11;3;3;2;99.9;99.9;947;0.73;11.94;2200;5;6;s;0;0
5;1015;0;4;14;0.021099999999999997;153100;0.11;39;5;8505;0;3;18;2;1;5;20.15;4.135;925;0.44;17.02;1288;12;6;99;0;0
6;734;0;4;503;0.0588;208800;0.06;35;5;11600;0;3;18;1;5;3;10.84;2.19;177;0.5;13.52;1540;11;6;7;0;0
7;3449;0;6;92;0.0055000000000000005;249950;0.17;7;7;6943;0;3;36;6;3;1;68.91;11.205;841;0.28;36.62;1235;15;6;5;0;0
8;2982;0;4;15;0.1507;189500;0.33;7;7;15791;2;3;12;4;2;2;6.05;1.9000000000000001;20;0.67;8.17;1775;11;6;2;0;1
9;3215;0;4;33;0.10890000000000001;175700;0.24;38;5;10335;0;3;17;4;2;1;11.98;2.975;5;0.41;4.58;1632;3;6;6;0;0
10;2487;0;5;273;0.005600000000000001;140500;0.25;48;4;7025;0;3;20;5;4;1;58.45;8.89;934;0.5;11.18;1755;5;6;1;1;1
11;2477;0;4;43;0.1319;153000;0.44;48;4;17000;1;3;9;4;2;0;3.87;2.2600000000000002;20;0.67;2.11;1975;11;6;4;0;0
0;2226;0;6;61;0.0040999999999999995;309300;0.15;36;3;11455;0;3;27;4;9;1;49.25;8.809999999999999;855;0.52;17.15;895;3;7;d;0;0
1;1948;1;4;432;0.0045000000000000005;371600;0.07;43;0;8078;0;3;46;3;3;8;122.30;11.36;168;0.3;41.63;1605;11;7;7;0;0
2;2250;0;5;15;0.0713;247000;0.19;40;0;11761;0;3;21;4;4;1;11.92;3.275;37;0.43;3.97;1105;5;7;99;0;0
3;2012;0;6;121;0.0017000000000000001;455950;0.16;3;2;10132;0;3;45;7;8;3;99.9;99.9;57;0.4;19.03;1275;12;7;s;0;0
4;3041;0;6;24;0.0055000000000000005;684145;0.13;37;0;18003;3;3;38;5;3;5;61.51;9.745;5;0.34;24.73;925;3;7;6;0;0
5;2232;0;6;43;0.4581;701096;0.33;0;0;25966;0;3;27;9;3;2;2.09;1.465;20;0.52;3.85;3700;11;7;5;0;0
6;3450;1;5;111;0.0947;807577;0.24;13;0;32303;0;3;25;6;3;3;6.81;2.745;73;0.48;7.72;1749;2;7;utg;0;0
7;3333;1;5;48;0.0106;896250;0.3;67;1;24222;2;3;37;11;4;1;38.42;6.3500000000000005;100;0.43;15.47;1388;11;7;99;0;0
8;3451;0;6;65;0.0021;542269;0.15;36;3;13226;2;3;41;6;4;5;126.54;10.1;524;0.37;23.59;1530;8;7;d;0;0
9;2540;1;5;112;0.0888;1053800;0.22;6;1;32931;0;3;32;7;7;3;9.16;2.625;219;0.53;11.34;5035;2;7;99;0;0
10;56;0;5;34;0.0305;829700;0.23;43;0;17285;0;3;48;11;4;10;18.37;3.6849999999999996;42;0.52;8.20;2400;10;7;4;0;0
11;168;0;6;92;0.0128;508000;0.23;51;0;9769;0;3;52;12;2;2;51.32;5.51;115;0.31;12.05;1433;5;7;1;1;1
12;539;0;6;11;0.0288;705912;0.17;7;0;16807;0;3;42;7;4;2;25.41;4.055;1081;0.31;8.28;1842;1;7;99;0;0
13;30;0;7;22;0.0218;840500;0.15;6;1;15564;2;3;54;8;9;11;30.24;5.255;24;0.52;18.84;1960;5;7;2;0;1
14;275;0;10;81;0.1648;16235505;0.31;26;2;123935;1;3;131;40;23;15;4.80;1.94;165;0.6;11.05;1845;8;7;3;0;1
0;608;1;8;464;0.1133;764359;0.28;26;5;14421;0;3;53;15;11;3;8.07;2.23;1061;0.55;5.15;1801;13;1;2;0;1
1;3452;2;6;349;0.0226;771945;0.23;14;5;14565;0;3;53;12;5;10;22.54;3.665;1055;0.51;5.18;1897;13;1;d;0;0
2;3453;1;8;79;0.0102;695807;0.2;25;8;9940;0;3;70;14;8;6;58.14;9.58;832;0.4;33.11;630;3;1;7;0;0
3;50;0;5;15;0.3362;689400;0.19;10;5;22238;0;3;31;6;3;5;2.20;1.4100000000000001;20;0.45;7.26;975;11;1;99;0;0
4;3076;1;5;7;0.2065;709500;0.19;22;12;27288;0;3;26;5;2;4;4.61;2.0949999999999998;184;0.42;4.75;1575;11;1;1;1;1
5;253;0;9;14;0.0075;658627;0.15;39;5;8781;1;3;75;11;6;7;44.36;11.405000000000001;1017;0.32;21.30;1070;16;1;4;0;0
6;3344;0;8;11;0.0092;785800;0.26;3;5;10339;0;3;76;20;16;13;46.59;7.285;1246;0.64;7.37;1732;12;1;utg;0;0
7;3433;0;7;43;0.078;531000;0.53;40;7;31235;0;3;17;9;3;0;10.84;2.885;20;0.71;6.34;3110;11;1;99;0;0
8;3227;1;5;57;0.13849999999999998;667819;0.24;10;5;23028;3;3;29;7;3;7;5.90;1.9900000000000002;97;0.59;20.01;1902;16;1;3;0;1
