horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;plats
1;2386;0;11;76;0.0045000000000000005;524400;0.05;75;21;4298;0;3;122;6;9;13;76.75;10.335;120;0.23;40.49;1075;8;4;d;0;0
2;2079;1;5;19;0.1253;509851;0.19;150;23;15932;1;3;32;6;4;7;6.13;2.375;748;0.53;15.89;850;21;4;1;1;1
3;2617;0;10;44;0.031400000000000004;631250;0.26;144;22;10883;0;3;58;15;11;5;22.55;5.91;793;0.53;9.29;833;15;4;3;0;1
4;1415;1;12;13;0.2761;618789;0.35;74;22;12891;0;3;48;17;10;5;4.29;1.99;921;0.67;3.49;3244;14;4;2;0;1
5;1132;2;9;358;0.0325;530100;0.07;72;21;6386;0;3;83;6;8;17;17.32;3.5149999999999997;746;0.37;28.94;1263;5;4;99;0;0
6;2618;1;10;415;0.0018;930864;0.07;100;22;9126;0;3;102;7;8;12;87.98;17.345;390;0.26;52.47;273;15;4;99;0;0
7;2619;1;10;248;0.002;946253;0.21;135;23;10398;0;3;91;19;13;5;152.35;25.72;518;0.41;104.98;112;15;4;99;0;0
8;347;0;8;70;0.006999999999999999;1217250;0.14;82;23;12172;0;3;100;14;13;22;67.20;12.7;142;0.49;28.66;569;20;4;99;0;0
9;1853;1;7;40;0.0019;956900;0.29;74;22;18401;0;3;52;15;14;8;99.9;99.9;142;0.71;4.67;1415;20;4;s;0;0
10;2620;0;10;24;0.0192;1018465;0.18;77;23;8417;0;3;121;22;26;7;24.06;5.98;1004;0.45;11.05;1716;14;4;4;0;0
11;2621;0;10;11;0.031;957881;0.16;147;23;7542;0;3;127;20;15;17;23.77;6.91;1005;0.41;35.02;93;14;4;5;0;0
12;2622;1;7;128;0.0123;967550;0.08;90;23;26150;3;3;37;3;5;9;45.20;7.685;230;0.46;9.25;920;4;4;99;0;0
13;508;1;6;15;0.0689;1324891;0.32;82;23;35807;0;3;37;12;8;5;17.16;4.89;142;0.68;2.80;2635;20;4;7;0;0
14;1856;1;8;43;0.113;924092;0.22;94;29;18859;0;3;49;11;11;5;9.99;2.37;142;0.55;7.53;3165;20;4;6;0;0
0;2553;1;6;173;0.0662;458600;0.19;26;5;10919;0;3;42;8;5;6;12.90;3.37;327;0.45;19.66;1625;17;5;99;0;0
1;917;0;7;111;0.0356;433344;0.21;9;4;7104;0;3;61;13;20;5;26.03;5.34;401;0.62;18.42;2575;21;5;5;0;0
2;2623;0;6;272;0.0246;344500;0.29;10;5;12303;0;3;28;8;5;1;34.47;8.225;991;0.5;8.34;1530;5;5;utg;0;0
3;2415;1;5;4;0.1602;486800;0.29;42;5;28635;0;3;17;5;3;2;6.12;2.605;2;0.59;8.70;1635;2;5;2;0;1
4;1287;0;7;88;0.126;469318;0.33;3;5;10914;3;3;43;14;8;10;9.06;2.66;57;0.74;15.55;1508;12;5;99;0;0
5;2624;2;8;334;0.0073;418000;0.06;39;5;6430;0;3;65;4;6;9;100.18;21.08;1006;0.29;21.38;2135;21;5;7;0;0
6;268;0;5;44;0.1063;432000;0.4;31;8;21600;0;3;20;8;2;1;12.61;4.285;20;0.55;5.89;1345;11;5;3;0;1
7;596;0;4;11;0.1632;261900;0.36;25;8;23809;0;3;11;4;1;2;4.08;2.37;20;0.64;2.44;2050;11;5;d;0;0
8;1212;0;7;98;0.1121;469294;0.28;2;4;9984;0;3;47;13;13;4;6.07;2.3200000000000003;160;0.64;6.16;1802;14;5;1;1;1
9;477;1;5;43;0.1358;473052;0.38;39;5;29565;0;3;16;6;2;3;8.30;3.02;60;0.69;5.79;1470;16;5;6;0;0
10;1866;0;5;225;0.0527;479050;0.52;20;8;22811;0;3;21;11;2;2;8.08;2.465;107;0.71;22.44;1834;14;5;4;0;0
11;2625;0;5;147;0.01;457900;0.16;29;5;14309;3;3;32;5;6;1;65.09;12.95;518;0.38;21.70;1385;15;5;99;0;0
0;214;0;6;24;0.31739999999999996;895200;0.28;50;8;27975;0;3;32;9;8;1;3.13;1.83;17;0.56;15.29;1700;3;6;6;0;0
1;1394;0;6;40;0.0689;574000;0.22;27;8;15944;0;3;36;8;4;6;16.14;3.67;5;0.5;5.56;1655;3;6;99;0;0
2;2626;2;8;334;0.0038;760903;0.09;29;5;8847;0;3;86;8;9;7;66.49;14.620000000000001;1006;0.28;29.35;905;21;6;7;0;0
3;1459;0;4;32;0.1653;583000;0.24;50;8;34294;0;3;17;4;3;1;5.55;2.315;122;0.47;15.96;4570;3;6;1;1;1
4;2627;2;7;76;0.0062;540150;0.06;26;5;8184;0;3;66;4;6;9;61.23;9.65;120;0.29;36.96;1095;8;6;5;0;0
5;1429;0;6;44;0.0319;735900;0.2;34;8;16725;0;3;44;9;11;3;19.03;3.875;20;0.52;10.87;1400;11;6;2;0;1
6;68;2;5;33;0.0664;738000;0.22;34;8;23062;0;3;32;7;6;1;11.61;3.35;5;0.44;16.57;1815;3;6;3;0;1
7;50;0;6;43;0.0487;877400;0.14;31;8;19940;0;3;44;6;7;7;9.77;3.92;20;0.45;6.85;955;11;6;99;0;0
8;2628;0;7;88;0.1583;694002;0.23;23;8;14766;0;3;47;11;5;4;5.20;2.165;57;0.43;3.88;3410;12;6;4;0;0
9;1100;0;7;4;0.0349;534274;0.16;42;5;11872;0;3;45;7;5;3;18.31;4.175;20;0.33;4.09;2935;11;6;99;0;0
10;2629;1;4;11;0.0956;882426;0.21;21;58;46443;3;3;19;4;3;1;11.68;2.635;109;0.42;19.44;1390;11;6;utg;0;0
11;2630;1;8;21;0.0025;695760;0.08;30;8;13380;0;3;52;4;8;8;89.99;16.98;200;0.38;23.68;810;15;6;99;0;0
0;2176;0;6;8;0.0911;438321;0.29;2;1;10436;0;3;42;12;8;6;17.18;4.985;1;0.62;12.62;2165;1;7;2;0;1
1;2631;0;6;15;0.009899999999999999;410224;0.32;56;1;16408;0;3;25;8;2;6;55.67;10.615;1007;0.64;5.91;1683;14;7;d;0;0
2;2379;0;4;71;0.0040999999999999995;324500;0.14;7;0;14750;0;3;22;3;4;3;82.05;15.125;108;0.45;21.84;690;8;7;5;0;0
3;1576;0;4;28;0.0226;373700;0.08;49;0;15570;0;3;24;2;2;1;31.64;6.58;573;0.21;29.24;2845;0;7;7;0;0
4;2476;1;4;70;0.06860000000000001;317000;0.38;2;1;24384;0;3;13;5;0;3;13.58;5.01;241;0.62;2.94;3255;16;7;6;0;0
5;1336;0;5;43;0.3892;444600;0.24;5;0;15331;0;3;29;7;4;2;2.25;1.455;60;0.45;30.27;2720;16;7;1;1;1
6;130;1;6;24;0.0664;885000;0.18;43;0;17700;0;3;50;9;7;4;11.57;2.615;5;0.4;5.15;2425;3;7;utg;0;0
7;831;0;7;84;0.009000000000000001;932650;0.22;26;2;15544;3;3;60;13;3;3;41.75;8.845;364;0.32;27.57;924;5;7;99;0;0
8;1305;1;6;33;0.0674;1079700;0.27;40;0;32718;0;3;33;9;5;1;18.13;4.42;5;0.45;11.56;2085;3;7;99;0;0
9;2632;2;8;23;0.0032;994905;0.09;2;1;8503;0;3;117;10;15;10;113.82;19.73;200;0.3;46.51;1200;15;7;99;0;0
10;781;1;7;44;0.0463;1089144;0.23;3;2;19107;0;3;57;13;7;5;12.16;2.99;175;0.44;9.54;2925;12;7;99;0;0
11;319;1;6;108;0.0397;1081500;0.2;26;2;21205;0;3;51;10;8;2;17.34;5.2;180;0.39;23.80;1624;20;7;4;0;0
12;2633;1;6;88;0.1219;4327730;0.27;14;2;77280;0;3;56;15;8;5;7.55;2.77;57;0.5;7.03;3105;12;7;99;0;0
13;180;0;11;40;0.060599999999999994;17921788;0.3;26;2;117906;2;3;152;45;25;19;10.70;3.0549999999999997;108;0.59;13.57;1455;8;7;3;0;1
0;319;1;6;108;0.198;1069500;0.2;9;1;21390;0;3;50;10;8;2;5.37;2.07;180;0.4;23.40;1620;20;1;5;0;0
1;910;0;9;143;0.0072;1213500;0.3;41;0;19261;0;3;63;19;17;6;72.18;9.295;939;0.67;11.01;660;25;1;2;0;1
2;2589;0;5;7;0.06559999999999999;1163500;0.14;36;3;32319;1;3;36;5;7;5;11.95;3.035;21;0.47;16.36;765;11;1;4;0;0
3;1613;0;6;13;0.1108;1670414;0.36;10;2;42831;0;3;39;14;5;5;9.92;2.6;430;0.62;13.59;1263;26;1;utg;0;0
4;217;0;10;58;0.013600000000000001;1501655;0.19;24;1;16501;0;3;91;17;18;6;40.43;7.5;345;0.45;45.98;770;11;1;99;0;0
5;136;0;6;44;0.07400000000000001;1528750;0.21;43;0;35552;0;3;43;9;6;6;17.44;2.865;20;0.49;10.26;1625;11;1;3;0;1
6;571;1;5;19;0.30879999999999996;1439000;0.23;1;1;41114;0;3;35;8;8;6;1.92;1.51;123;0.63;10.64;3575;11;1;1;1;1
7;831;0;7;84;0.0087;924650;0.22;2;1;15672;3;3;59;13;3;3;55.93;7.855;364;0.32;18.59;1461;5;1;6;0;0
8;1970;0;6;71;0.1869;1077500;0.24;12;1;25654;0;3;42;10;3;8;7.85;2.21;472;0.5;2.67;3325;5;1;99;0;0
9;2634;2;5;33;0.0023;1390350;0.07;149;17;49655;0;3;28;2;3;6;117.07;13.15;5;0.39;33.54;590;3;1;7;0;0
10;1143;1;8;40;0.0241;1560423;0.21;38;2;18357;0;3;85;18;13;17;27.03;4.12;895;0.56;12.64;1845;26;1;99;0;0
0;2142;2;5;15;0.2774;257300;0.14;40;0;11695;0;3;22;3;1;3;2.27;1.705;304;0.32;14.42;640;11;2;1;1;1
1;2635;2;5;48;0.0036;206300;0.04;8;3;7367;1;3;28;1;5;3;171.58;27.63;579;0.32;32.07;366;20;2;99;0;0
2;2489;2;7;84;0.0045000000000000005;495087;0.18;40;0;11251;3;3;44;8;2;7;130.41;24.63;594;0.39;8.84;339;15;2;99;0;0
3;1112;2;5;250;0.0231;682000;0.06;41;0;12629;0;3;54;3;7;6;25.67;4.99;345;0.3;34.13;490;11;2;99;0;0
4;2636;2;5;40;0.0771;420700;0.11;40;0;12020;0;3;35;4;6;7;12.55;3.4;579;0.49;8.20;1232;20;2;4;0;0
5;2637;2;7;338;0.0021;601510;0.07;7;0;8239;0;3;73;5;7;11;127.80;21.095;432;0.32;15.95;240;20;2;3;0;1
6;2062;2;6;24;0.011699999999999999;472100;0.1;49;0;11240;3;3;42;4;8;3;26.83;7.11;78;0.36;20.30;758;3;2;d;0;0
7;428;2;6;432;0.0666;410300;0.07;49;0;7460;0;3;55;4;7;7;17.62;4.17;1008;0.33;29.89;2225;3;2;99;0;0
8;2638;2;5;4;0.0317;630900;0.09;37;0;18555;0;3;34;3;5;5;23.62;4.51;143;0.38;20.00;450;11;2;utg;0;0
9;2639;2;6;79;0.0034000000000000002;435100;0.14;7;0;8531;0;3;51;7;5;1;135.97;25.155;352;0.25;30.71;762;11;2;99;0;0
10;2640;2;5;7;0.0219;494300;0.06;89;1;14538;0;3;34;2;5;2;42.13;5.880000000000001;1009;0.26;25.76;353;11;2;5;0;0
11;936;2;5;71;0.1331;522300;0.23;1;1;20088;0;3;26;6;5;3;8.94;2.4050000000000002;742;0.54;11.15;3865;6;2;2;0;1
12;2336;2;5;107;0.1105;681800;0.17;9;1;29643;0;3;23;4;7;4;12.43;3.13;126;0.65;7.84;3905;19;2;6;0;0
13;2632;2;8;23;0.0143;989905;0.09;2;1;8533;0;3;116;10;15;10;50.11;8.594999999999999;200;0.3;37.81;1206;15;2;7;0;0
14;2641;2;6;33;0.2189;1095700;0.27;48;1;33203;0;3;33;9;2;2;4.60;1.79;5;0.39;16.37;1307;3;2;d;0;0
0;1340;0;6;33;0.0855;757000;0.18;24;4;18925;0;3;40;7;5;5;11.14;2.29;5;0.43;10.43;2800;3;3;d;0;0
1;151;0;5;7;0.5815;856500;0.31;23;8;26765;0;3;32;10;2;3;1.71;1.52;20;0.47;8.60;2005;11;3;1;1;1
2;2417;0;5;44;0.1361;524500;0.58;29;5;43708;0;3;12;7;1;0;6.78;2.165;20;0.67;4.62;3465;11;3;99;0;0
3;153;0;7;21;0.0302;853900;0.25;27;8;19406;1;3;44;11;3;2;13.67;2.8899999999999997;922;0.36;9.23;1962;20;3;99;0;0
4;1603;0;7;14;0.0203;741600;0.15;29;5;19015;0;3;39;6;9;4;40.83;6.29;57;0.49;5.78;1635;12;3;6;0;0
5;1947;2;8;48;0.0031;818450;0.16;26;5;10769;0;3;76;12;8;5;89.45;11.940000000000001;769;0.33;16.82;950;5;3;99;0;0
6;2449;0;7;4;0.0042;774600;0.2;38;5;13832;0;3;56;11;9;8;73.31;7.3;132;0.5;16.72;1090;19;3;5;0;0
7;2330;0;6;91;0.0562;853100;0.25;27;8;21327;0;3;40;10;5;5;10.40;3.3049999999999997;890;0.5;5.97;2210;11;3;4;0;0
8;376;0;7;250;0.0115;584700;0.12;38;5;17718;0;3;33;4;6;6;50.67;7.02;345;0.48;27.83;892;11;3;2;0;1
9;2565;0;5;40;0.009899999999999999;863800;0.16;14;5;22731;0;3;38;6;1;5;51.63;10.08;21;0.32;30.77;1835;11;3;7;0;0
10;580;0;6;15;0.0587;758900;0.31;14;5;29188;0;3;26;8;6;3;11.42;2.275;121;0.65;3.71;3950;11;3;99;0;0
11;2125;0;8;147;0.0027;760300;0.27;24;4;14907;0;3;51;14;6;5;92.06;11.325;270;0.49;4.92;1086;15;3;3;0;1
0;241;1;6;40;0.0375;514700;0.28;159;22;16084;0;3;32;9;5;5;21.54;4.97;142;0.59;17.40;1245;20;4;4;0;0
1;2642;1;7;48;0.0131;505100;0.23;81;21;11746;0;3;43;10;4;4;40.93;6.77;1010;0.42;22.15;796;20;4;d;0;0
2;1132;2;9;358;0.004699999999999999;499100;0.07;133;21;6086;0;3;82;6;8;16;76.51;8.925;746;0.37;14.36;988;5;4;3;0;1
3;1262;0;7;4;0.023799999999999998;473300;0.16;160;21;8303;0;3;57;9;6;7;20.42;4.73;970;0.39;5.96;628;24;4;d;0;0
4;1688;0;5;15;0.008;506500;0.14;72;21;13689;0;3;37;5;6;6;58.43;10.17;142;0.46;26.12;825;20;4;99;0;0
5;2386;0;11;76;0.004699999999999999;523900;0.05;141;25;4329;0;3;121;6;9;13;75.34;11.375;120;0.23;32.05;1075;8;4;99;0;0
6;1389;1;7;114;0.0023;517000;0.13;131;25;7602;0;3;68;9;8;10;105.88;12.245000000000001;847;0.4;14.62;823;24;4;99;0;0
7;1415;1;12;13;0.3736;493789;0.34;74;22;10506;0;3;47;16;10;5;2.75;1.655;921;0.66;3.26;2205;14;4;1;1;1
8;236;0;7;33;0.1379;863050;0.19;78;22;14880;0;3;58;11;6;6;7.53;2.425;5;0.4;8.93;4210;3;4;7;0;0
9;2131;0;9;21;0.0097;721600;0.17;146;21;12230;2;3;59;10;10;7;53.26;10.925;792;0.46;7.74;3170;22;4;utg;0;0
10;2643;2;6;147;0.042800000000000005;876069;0.21;152;24;20373;0;3;43;9;5;3;16.44;4.03;1011;0.4;10.30;3235;22;4;d;0;0
11;1292;2;7;24;0.0451;802650;0.13;151;23;14593;0;3;55;7;5;6;9.90;2.9850000000000003;840;0.33;9.42;2113;15;4;2;0;1
12;1133;0;8;107;0.0026;632122;0.15;81;21;8001;0;3;79;12;12;10;122.75;14.055;1012;0.43;10.43;1406;21;4;5;0;0
13;507;1;6;7;0.2609;757527;0.4;78;22;25250;0;3;30;12;4;5;3.77;1.81;140;0.7;7.35;2590;19;4;6;0;0
14;1413;2;8;71;0.0333;792204;0.14;154;23;10027;0;3;79;11;8;7;18.45;4.24;752;0.33;9.58;1390;21;4;99;0;0
0;1939;0;4;7;0.1438;138000;0.17;84;6;11500;0;3;12;2;5;0;10.59;3.4050000000000002;20;0.58;2.78;1195;11;5;4;0;0
1;2551;0;5;426;0.14;199200;0.16;2;4;10484;0;3;19;3;3;2;4.23;2.005;988;0.42;27.12;1132;11;5;2;0;1
2;2323;0;4;4;0.0767;214600;0.14;13;7;15328;0;3;14;2;1;5;12.53;2.795;850;0.57;35.26;1553;0;5;3;0;1
3;2133;2;4;33;0.13949999999999999;198750;0.2;1;4;19875;0;3;10;2;3;1;7.21;2.225;5;0.6;13.80;1472;3;5;1;1;1
4;2644;0;4;21;0.0727;202200;0.13;56;4;13480;1;3;15;2;2;3;7.38;2.5300000000000002;200;0.47;22.16;1550;15;5;99;0;0
5;2645;0;5;76;0.012;237400;0.16;0;7;7418;2;3;32;5;2;5;49.11;9.5;1013;0.38;15.67;1125;5;5;99;0;0
6;956;0;4;15;0.2846;248250;0.23;12;4;19096;1;3;13;3;3;1;3.17;1.8399999999999999;88;0.54;10.27;2067;18;5;5;0;0
7;2191;0;4;107;0.0537;209800;0.33;5;7;17483;2;3;12;4;3;1;34.34;6.46;82;0.67;5.02;1328;4;5;7;0;0
8;2646;2;4;433;0.0037;191200;0.12;67;6;11247;1;3;17;2;0;6;124.92;13.48;469;0.47;25.18;1463;3;5;99;0;0
9;1081;0;4;144;0.0206;189500;0.29;3;5;11147;0;3;17;5;1;0;34.86;6.285;812;0.35;13.80;1335;25;5;99;0;0
10;2035;0;5;84;0.0087;191500;0.26;56;4;10078;0;3;19;5;0;6;67.60;9.2;716;0.58;20.27;1850;5;5;99;0;0
11;2238;0;4;14;0.044000000000000004;192000;0.36;9;4;17454;0;3;11;4;2;0;13.02;4.015000000000001;57;0.55;7.25;1660;12;5;6;0;0
0;2647;1;7;7;0.1159;4142649;0.15;85;12;70214;0;3;59;9;9;10;12.28;2.7649999999999997;109;0.47;1.75;3075;11;6;6;0;0
1;533;0;10;147;0.13369999999999999;3650700;0.32;55;20;40563;0;3;90;29;14;10;6.42;2.105;270;0.59;36.43;8105;15;6;4;0;0
2;824;1;7;48;0.16649999999999998;2611466;0.27;85;12;39567;0;3;66;18;10;8;5.73;2.305;14;0.55;5.98;9406;5;6;5;0;0
3;2633;1;6;14;0.3181;4327230;0.27;17;28;78676;0;3;55;15;8;5;2.49;1.5499999999999998;57;0.51;7.72;3105;12;6;d;0;0
4;1512;0;9;71;0.0512;3938700;0.26;55;20;42811;0;3;92;24;21;9;16.59;3.71;123;0.59;9.92;2640;11;6;2;0;1
5;1228;0;9;84;0.016;2267400;0.19;52;12;17441;3;3;130;25;22;9;37.56;6.970000000000001;1014;0.43;12.87;1620;3;6;99;0;0
6;2370;1;9;33;0.023799999999999998;3234212;0.24;20;8;37607;0;3;86;21;11;10;20.39;4.245;5;0.49;28.60;4632;3;6;3;0;1
7;181;0;7;44;0.0195;5184200;0.41;85;12;105800;2;3;49;20;7;8;35.44;5.365;1000;0.71;13.95;1350;14;6;7;0;0
8;2533;0;6;4;0.14880000000000002;5461400;0.38;46;14;210053;0;3;26;10;8;4;5.51;2.06;304;0.85;10.81;2600;11;6;1;1;1
9;2276;0;9;70;0.0006;1988852;0.35;19;12;32078;0;3;62;22;7;5;99.9;99.9;241;0.55;11.63;744;16;6;s;0;0
10;1255;1;7;139;0.0009;2759399;0.13;21;12;40579;0;3;68;9;16;8;99.9;99.9;82;0.49;15.70;1730;4;6;s;0;0
11;245;0;10;116;0.0051;6345005;0.38;45;12;77378;1;3;82;31;14;6;52.10;7.07;57;0.62;31.32;1595;12;6;utg;0;0
0;2648;0;8;116;0.0269;427054;0.14;29;5;7492;0;3;57;8;7;7;30.02;5.1;198;0.39;5.14;1500;3;7;99;0;0
1;699;1;5;15;0.107;461046;0.24;29;5;13560;0;3;34;8;1;9;7.88;3.045;1015;0.53;17.85;2234;14;7;99;0;0
2;2425;2;4;40;0.14279999999999998;408500;0.28;32;5;22694;0;3;18;5;1;3;5.10;2.245;81;0.5;10.26;2070;19;7;2;0;1
3;2234;1;4;21;0.4794;444900;0.15;28;8;17111;0;3;26;4;4;3;2.52;1.525;96;0.42;18.54;2770;15;7;1;1;1
4;2334;2;6;7;0.0241;481800;0.11;12;4;8922;0;3;54;6;4;5;20.19;4.235;631;0.28;33.50;1810;5;7;3;0;1
5;1138;0;4;143;0.061500000000000006;402900;0.25;38;5;20145;0;3;20;5;5;3;9.36;2.8;951;0.65;18.24;1520;23;7;99;0;0
6;1575;0;6;23;0.0196;449100;0.13;39;5;9763;0;3;46;6;5;10;23.78;5.324999999999999;200;0.46;14.17;1481;15;7;7;0;0
7;1490;0;4;44;0.06860000000000001;474750;0.18;38;5;27926;0;3;17;3;4;4;13.77;4.01;20;0.65;13.83;1390;11;7;99;0;0
8;740;0;7;173;0.0084;478000;0.3;34;8;12918;0;3;37;11;5;1;46.87;6.87;327;0.46;19.45;1330;17;7;4;0;0
9;2450;0;4;4;0.0191;435500;0.29;26;5;25617;0;3;17;5;5;0;19.91;4.445;143;0.59;13.38;1930;11;7;d;0;0
10;2325;0;5;91;0.031200000000000002;277200;0.19;50;8;13200;0;3;21;4;4;2;20.17;3.615;890;0.48;14.10;1925;11;7;5;0;0
11;2554;0;7;48;0.0115;313786;0.38;10;5;13074;0;3;24;9;5;4;30.61;4.35;14;0.75;5.48;1955;5;7;6;0;0
0;2593;0;8;15;0.0519;517450;0.25;70;0;21560;0;3;24;6;7;3;15.51;2.775;41;0.67;7.85;3377;15;1;2;0;1
1;2626;2;8;13;0.0051;753903;0.09;12;1;8869;0;3;85;8;9;7;73.08;10.61;1006;0.28;17.36;938;21;1;6;0;0
2;2649;0;8;98;0.1128;744307;0.38;89;1;14043;0;3;53;20;5;2;7.38;2.34;160;0.51;7.56;1597;14;1;99;0;0
3;1429;0;6;44;0.0183;705900;0.21;89;1;16807;0;3;42;9;10;3;25.59;4.27;20;0.52;7.98;1760;11;1;7;0;0
4;2650;0;7;434;0.0027;711454;0.08;6;1;11857;3;3;60;5;12;10;80.16;9.24;1016;0.45;37.86;1000;6;1;99;0;0
5;2307;0;6;43;0.1765;560800;0.54;41;0;43138;0;3;13;7;2;0;6.51;2.25;60;0.69;11.58;3300;16;1;1;1;1
6;497;0;5;10;0.3653;614500;0.3;7;0;30725;0;3;20;6;4;1;2.45;1.51;8;0.55;8.29;3815;2;1;99;0;0
7;50;0;6;7;0.10369999999999999;846400;0.14;14;2;19683;0;3;43;6;7;6;6.59;2.8200000000000003;20;0.44;5.83;870;11;1;3;0;1
8;272;0;5;4;0.0032;732300;0.15;89;1;27122;0;3;27;4;3;2;99.9;99.9;13;0.33;23.92;729;0;1;s;0;0
9;873;0;5;5;0.152;895000;0.41;44;1;40681;0;3;22;9;2;4;5.85;2.34;8;0.68;12.82;3880;2;1;4;0;0
10;2651;0;5;40;0.0069;875145;0.24;203;57;23652;0;3;37;9;7;7;53.62;7.755;160;0.62;3.98;1221;14;1;99;0;0
11;2652;0;9;2;0.0017000000000000001;894700;0.17;43;0;12781;0;3;70;12;6;6;116.21;16.4;1017;0.34;23.45;834;1;1;5;0;0
0;2640;2;5;7;0.0463;478300;0.06;89;1;14493;0;3;33;2;5;2;17.20;4.075;1009;0.27;22.64;563;11;2;4;0;0
1;1463;2;5;435;0.0059;306800;0.07;36;3;6972;0;3;44;3;2;5;77.80;12.059999999999999;704;0.23;37.61;595;6;2;7;0;0
2;2653;2;5;0;0.13970000000000002;556500;0.12;43;0;16863;0;3;33;4;7;3;6.14;2.17;365;0.42;5.77;3280;6;2;99;0;0
3;2654;2;5;261;0.0037;373000;0.06;6;1;11656;3;3;32;2;3;4;67.03;10.445;374;0.28;27.23;330;6;2;d;0;0
4;2655;2;5;19;0.009899999999999999;411300;0.35;1;1;24194;3;3;17;6;2;0;47.19;8.675;30;0.47;9.07;345;2;2;d;0;0
5;2173;2;5;5;0.1251;533950;0.22;5;0;19775;0;3;27;6;4;1;8.23;2.8200000000000003;2;0.41;11.28;1245;2;2;99;0;0
6;771;2;5;70;0.016;599900;0.18;48;1;15786;0;3;38;7;3;6;99.9;99.9;54;0.42;28.69;2665;0;2;s;0;0
7;936;2;5;43;0.106;397300;0.2;56;1;15892;0;3;25;5;5;3;8.65;2.5300000000000002;742;0.52;10.40;2815;6;2;1;1;1
8;2416;2;5;4;0.054299999999999994;539062;0.37;40;0;19965;0;3;27;10;4;1;15.19;4.47;930;0.56;14.03;745;12;2;99;0;0
9;2656;2;5;3;0.0092;1424300;0.2;41;0;28486;0;3;50;10;6;5;44.83;9.11;626;0.42;31.98;640;0;2;3;0;1
10;584;2;5;40;0.17579999999999998;2460500;0.32;49;0;87875;0;3;28;9;6;3;3.53;1.9300000000000002;20;0.64;7.26;2975;11;2;2;0;1
11;2657;2;5;44;0.1597;1209803;0.56;38;5;67211;0;3;18;10;0;2;8.53;3.26;20;0.67;2.51;2049;11;2;5;0;0
12;1960;2;5;10;0.12369999999999999;2525706;0.29;67;3;105237;0;3;24;7;7;4;7.10;2.815;8;0.75;15.12;9105;2;2;6;0;0
13;2658;2;5;15;0.024700000000000003;1580400;0.35;68;3;46482;0;3;34;12;8;5;24.32;6.074999999999999;75;0.74;19.06;1493;2;2;99;0;0
0;1054;0;4;239;0.0007000000000000001;131700;0.17;13;7;10975;0;3;12;2;1;2;99.9;99.9;252;0.42;13.40;1187;2;3;s;0;0
1;1576;0;4;28;0.0475;248700;0.04;3;5;10813;0;3;23;1;2;1;13.53;3.32;573;0.17;28.47;1570;0;3;1;1;1
2;701;0;4;7;0.0437;219600;0.12;68;6;8784;0;3;25;3;0;1;20.69;3.085;41;0.16;27.88;1635;15;3;5;0;0
3;2477;0;4;309;0.0092;231300;0.22;2;4;12850;0;3;18;4;0;3;40.02;6.035;570;0.39;11.59;1401;6;3;2;0;1
4;2659;0;5;0;0.0063;183500;0.22;8;6;7978;0;3;23;5;2;3;58.45;8.585;9;0.43;4.21;1677;6;3;6;0;0
5;2324;1;4;44;0.637;151000;0.67;56;4;25166;0;3;6;4;1;1;1.62;1.295;20;1.0;1.54;2660;11;3;3;0;1
6;2660;0;5;139;0.1009;202800;0.15;13;7;7511;3;3;27;4;4;1;7.92;2.88;57;0.33;4.07;1630;12;3;99;0;0
7;2661;0;4;5;0.0525;180500;0.19;89;4;11281;0;3;16;3;5;1;22.86;4.529999999999999;2;0.56;19.48;1335;2;3;99;0;0
8;742;0;5;131;0.0068000000000000005;196000;0.09;48;4;8521;0;3;23;2;5;4;52.82;6.1;173;0.48;25.62;1142;2;3;7;0;0
9;955;0;7;116;0.031200000000000002;191900;0.2;6;4;9595;2;3;20;4;3;2;13.82;2.895;198;0.45;3.41;1313;3;3;utg;0;0
10;1214;1;4;43;0.0516;199308;0.25;5;7;16609;0;3;12;3;1;1;8.51;2.33;71;0.42;8.72;1146;1;3;4;0;0
11;108;0;4;430;0.0127;210200;0.19;40;7;13137;3;3;16;3;2;2;48.94;5.675;994;0.44;7.75;1957;3;3;99;0;0
0;2662;1;4;99;0.0143;142721;0.07;95;18;5285;0;3;27;2;6;2;35.83;6.699999999999999;326;0.37;23.38;900;7;4;5;0;0
1;2663;0;5;435;0.011399999999999999;147400;0.1;62;17;4913;0;3;30;3;1;5;48.84;9.88;897;0.3;19.64;1342;12;4;d;0;0
2;2664;0;8;436;0.0021;136400;0.06;70;0;2005;0;3;68;4;2;2;212.55;20.225;1018;0.12;36.76;595;10;4;99;0;0
3;2665;1;8;71;0.0335;332250;0.13;0;0;8519;0;3;39;5;5;6;20.27;4.390000000000001;1009;0.41;36.96;1070;11;4;99;0;0
4;2666;0;7;132;0.0821;431700;0.26;40;0;12334;0;3;35;9;3;2;7.06;3.33;2;0.4;6.98;1650;2;4;d;0;0
5;940;2;7;175;0.1472;402400;0.43;11;3;14371;0;3;28;12;2;2;5.41;2.5149999999999997;226;0.57;11.98;1320;12;4;1;1;1
